2026782,837年1月10日 12ʰ0ᵐ0ˢ,1
2026841,837年3月10日 12ʰ0ᵐ0ˢ,1
2026900,837年5月8日 12ʰ0ᵐ0ˢ,1
2026959,837年7月6日 12ʰ0ᵐ0ˢ,1
2027048,837年10月3日 12ʰ0ᵐ0ˢ,1
2027225,838年3月29日 12ʰ0ᵐ0ˢ,1
2027402,838年9月22日 12ʰ0ᵐ0ˢ,1
2027609,839年4月17日 12ʰ0ᵐ0ˢ,1
2027697,839年7月14日 12ʰ0ᵐ0ˢ,1
2027756,839年9月11日 12ʰ0ᵐ0ˢ,1
2027993,840年5月5日 12ʰ0ᵐ0ˢ,1
